time,FLOW,TEMP,SALT,OXY_oxy,NIT_amm,NIT_nit,PHS_frp,OGM_doc,OGM_docr,OGM_poc,OGM_don,OGM_donr,OGM_pon,OGM_dop,OGM_dopr,OGM_pop,CAR_dic,CAR_pH,SIL_rsi,CAR_ch4,PHY_cyano,PHY_cyano_IN,PHY_cyano_IP,PHY_green,PHY_green_IN,PHY_green_IP,PHY_diatom,PHY_diatom_IN,PHY_diatom_IP
2017-05-20,1.74384,21.3054,0,262.8251,0.825,0.4102,0,18.92961,604.475,35.3494,1.232,11.0878,2.464,0.0045,0.0402,0.1042,61.5133,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-05-21,1.267,18.26685,0,273.7931,0.3173,0.31395,0.0219,7.869897,251.3078,14.6964,1.1003,9.9029,2.2007,0.0354,0.3187,0.8264,73.445,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-05-22,3.38562,18.1299,0,274.3069,0.2519,0.7497,0.01605,5.8478805,186.739,10.9204,0.678,6.1019,1.356,0.0199,0.1794,0.4651,47.8046,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-05-23,4.97462,16.4817,0,280.6241,0.5796,0.0896,0.093,6.0139485,192.0424,11.2305,0.5654,5.0882,1.1307,0.0628,0.5649,1.4646,44.5818,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-05-24,13.836199999999998,15.5613,0,284.2662,0.3823,0.0504,0.07155,10.645236,339.9319,19.8791,1.3308,11.9775,2.6617,0.0317,0.2855,0.7403,62.4698,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-05-25,13.965139999999998,15.22965,0,285.5989,0.1007,0.27965,0,5.8328865,186.2605,10.8924,0.9933,8.9401,1.9867,0.0239,0.2148,0.557,90.6906,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-05-26,9.7755,16.8099,0,279.3457,0.4201,0.2534,0.05295,15.4156275,492.2638,28.7874,0.689,6.2007,1.3779,0.0108,0.0974,0.2525,52.8137,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-05-27,6.84292,18.79905,0,271.8138,0.7445,0.57435,0.078,8.481312,270.8316,15.8381,0.4085,3.6769,0.8171,0.0544,0.49,1.2704,48.2056,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-05-28,4.78996,20.50455,0,265.6393,0.4823,0.44345,0.04785,10.229877,326.6687,19.1034,0.3944,3.5494,0.7888,-0.001,-0.0086,-0.0224,50.8163,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-05-29,3.3529999999999998,20.8326,0,264.48,0.994,0.0917,0.12195,10.2549825,327.4704,19.1503,0.9989,8.9903,1.9978,0.0369,0.3323,0.8615,61.8349,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-05-30,2.3471,21.49245,0,262.1755,0.5579,0.26039999999999996,0,12.5112015,399.5176,23.3636,0.4781,4.3025,0.9561,0,0,0,63.8283,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-05-31,1.80012,21.17595,0,263.2766,0.1756,0.13369999999999999,0,7.4630115,238.3142,13.9365,0.1136,1.0226,0.2272,0.0223,0.2009,0.5209,45.0168,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-06-01,1.4578199999999997,21.1527,0,263.3579,0.5435,0.00945,0.1506,3.9386025000000005,125.7705,7.355,0.1062,0.9562,0.2125,0.0479,0.431,1.1175,64.5107,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-06-02,1.02046,20.75925,0,264.7387,0.532,0.21105,0.05505,8.119377,259.2739,15.1622,0.4875,4.3874,0.975,0.0402,0.3614,0.937,74.327,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-06-03,0.7142799999999999,20.72325,0,264.8654,0.526,0.50645,0.11775,3.0994425,98.9741,5.788,1.0062,9.056,2.0124,0.0146,0.1316,0.3413,61.5576,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-06-04,0.90538,21.45645,0,262.3007,0.9731,0.48895,0.1062,5.488371,175.2588,10.2491,1.3054,11.7484,2.6107,0.0436,0.3926,1.018,58.4636,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-06-05,5.996479999999999,21.09375,0,263.5638,0.7504,0.31955,6.000000000000001e-4,11.4557625,365.8139,21.3926,0.9916,8.9243,1.9832,0.0271,0.2441,0.6328,50.1758,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-06-06,4.19748,20.4135,0,265.9628,0.1014,0.24395,0.0876,10.5710535,337.5635,19.7406,0.6986,6.2876,1.3972,0.0467,0.4205,1.0902,76.3332,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-06-07,2.93832,18.51255,0,272.8764,0.3297,0.08575,0.09195,8.574835499999999,273.8184,16.0128,0.4735,4.2616,0.947,0.0652,0.5864,1.5202,49.6044,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-06-08,2.42242,17.3853,0,277.1288,0.5273,0.18969999999999998,0.12495,1.8105255,57.8146,3.381,0.3998,3.598,0.7996,0.0665,0.5984,1.5513,61.0324,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-06-09,1.69568,17.9427,0,275.0115,0,0.4515,0.00195,6.697278,213.8626,12.5066,0.8675,7.8078,1.7351,0.0479,0.43120000000000003,1.1181,42.1068,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-06-10,1.18692,19.46775,0,269.3625,0.0796,0.2891,0.0453,1.632393,52.1272,3.0484,1.0238,9.2145,2.0477,0.0237,0.2136,0.5539,31.6156,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-06-11,0.8309,21.0645,0,263.6661,0.7147,0.48264999999999997,0.06705,1.6850295000000002,53.8077,3.1466,0.6597,5.9369,1.3193,-0.001,-0.0088,-0.0228,58.1673,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-06-12,0.58156,21.85215,0,260.9343,0.252,0.34055,0.07935,5.560821000000001,177.5724,10.3844,0.7308,6.5775,1.4617,0.0683,0.6147,1.5938,50.1648,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-06-13,5.670139999999999,22.0941,0,260.1055,0.7517,0.44765000000000005,0,13.1332635,419.3819,24.5253,0.0287,0.2586,0.0575,0.0273,0.2455,0.6366,66.6387,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-06-14,5.3011,22.13445,0,259.9675,0.3306,0.27754999999999996,0.1371,7.742889,247.252,14.4592,1.2289,11.0602,2.4578,0.0131,0.1177,0.3051,57.6714,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-06-15,6.38596,22.34055,0,259.2657,0.5469,0.385,0.08415,1.3558545,43.2967,2.532,0.7031,6.3277,1.4062,0.031,0.2792,0.7238,76.3695,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-06-16,5.028099999999999,22.1901,0,259.7775,0.2152,0.37870000000000004,0.06225,4.525132500000001,144.5003,8.4503,2.0575,18.5176,4.115,0.0069,0.0619,0.1605,58.158,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-06-17,10.1108,21.9087,0,260.7401,0.0889,0.14315,0.038099999999999995,19.730403000000003,630.0469,36.8449,1.1681,10.513,2.3362,-8e-4,-0.0069,-0.0178,21.1525,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-06-18,7.824039999999999,24.13005,0,253.3095,0.5275,0.80535,0.0534,0,0,0,0.6217,5.5955,1.2434,-0.0011,-0.0096,-0.0249,24.2002,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-06-19,9.199679999999999,24.00105,0,253.7305,0.4406,0.2569,0.0108,15.234345,486.4749,28.4488,1.889,17.0013,3.7781,0.0495,0.4451,1.154,61.9364,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-06-20,6.4398599999999995,23.5569,0,255.1906,0.4614,0.24780000000000002,0.0591,12.4979085,399.0933,23.3388,0.2487,2.2382,0.4974,0.0349,0.314,0.8141,60.9453,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-06-21,4.50786,24.25275,0,252.9097,0.4729,0.2107,0.12764999999999999,9.776403,312.188,18.2566,0.6466,5.8198,1.2933,0.0296,0.266,0.6897,52.9415,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-06-22,3.1554599999999997,23.6769,0,254.7947,0.821,0.27054999999999996,0.02565,14.132852999999999,451.3017,26.3919,0.667,6.0033,1.3341,0.0455,0.4098,1.0625,57.2789,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-06-23,2.62976,23.33655,0,255.9203,0.7529,0.23485000000000003,0,10.526921999999999,336.1541,19.6581,1.1026,9.9235,2.2052,0.0083,0.0747,0.1936,81.1363,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-06-24,2.43628,22.0779,0,260.1605,0.4228,0.68425,0.12390000000000001,6.5944305,210.5784,12.3145,1.1999,10.7987,2.3997,0.0406,0.3652,0.9469,73.1207,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-06-25,1.7053399999999999,19.29765,0,269.9824,0.8059,0.62685,0.04395,8.49618,271.307,15.8659,0.66,5.9404,1.3201,0.0698,0.628,1.6282,22.3144,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-06-26,1.1937799999999998,16.66965,0,279.8905,0.9378,0.1729,0.08055,1.4126805,45.1112,2.6381,-0.0121,-0.1086,-0.0241,0.0634,0.5705,1.479,59.3882,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-06-27,0.83566,15.93765,0,282.7666,0.8615,0.23135000000000003,0.0276,6.0257925,192.4204,11.2527,0.5618,5.0562,1.1236,0.0014,0.0123,0.0318,66.177,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-06-28,0.58492,15.366,0,285.0499,0.571,0.22014999999999998,0.0756,7.129993499999999,227.681,13.3147,0.2163,1.9469,0.4326,0.0376,0.3384,0.8772,49.4118,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-06-29,0.4095,17.06385,0,278.3631,0.461,0.5943,0,10.6762635,340.9232,19.937,-0.0519,-0.4668,-0.1037,0.0175,0.1575,0.4083,74.1971,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-06-30,0.28657999999999995,18.25545,0,273.8358,0.5141,0.182,0,5.0588685,161.5433,9.447,0.803,7.2269,1.606,0,0,0,41.3439,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-07-01,0.20062,19.54965,0,269.0653,0.5866,0.035,0.09509999999999999,15.091996499999999,481.929,28.183,0.9486,8.5374,1.8972,0.0457,0.4111,1.0658,56.1147,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-07-02,0.14042,19.72365,0,268.4353,0.9989,0.23204999999999998,0.10139999999999999,12.183885,389.0654,22.7524,0.4507,4.0559,0.9013,0.0305,0.2742,0.7109,83.3736,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-07-03,0.09827999999999999,19.3254,0,269.8813,0.4435,0.2849,0.0834,11.6587485,372.2958,21.7717,0.5386,4.8474,1.0772,0.0739,0.6652,1.7247,37.4675,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-07-04,0.06888,19.43955,0,269.4653,0.7958,0.1456,0.07289999999999999,15.277185000000001,487.8426,28.5288,0.4503,4.0525,0.9005,0.0308,0.2768,0.7177,29.0816,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-07-05,1.91534,18.78915,0,271.8501,0.3925,0.17604999999999998,0.05265,5.789196,184.8652,10.8108,1.0599,9.5389,2.1198,-0.0011,-0.0095,-0.0246,66.7227,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-07-06,7.327459999999999,18.92835,0,271.337,0.5231,0.2114,0.0648,12.001720500000001,383.2485,22.4122,0.347,3.1233,0.6941,0.0398,0.3581,0.9285,68.1595,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-07-07,5.12918,19.8459,0,267.9938,0.7076,0.08785,0,5.438286,173.6596,10.1555,0.4442,3.9974,0.8883,0.0188,0.1691,0.4385,54.8727,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-07-08,3.5904399999999996,19.6896,0,268.5584,0.3507,0.51695,0.08205,12.631752,403.3672,23.5887,1.1175,10.0575,2.235,0.0298,0.2679,0.6945,84.2837,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-07-09,2.5132799999999995,18.93,0,271.3307,0.064,0.3073,0.0567,0,0,0,1.1291,10.1619,2.2582,0.0484,0.4353,1.1286,39.8516,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-07-10,1.7593799999999997,19.43685,0,269.4753,0,0.14875000000000002,0.0693,15.453049499999999,493.4586,28.8572,2.0756,18.6804,4.1512,0.0398,0.3582,0.9286,58.5735,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-07-11,1.23158,19.9296,0,267.6926,0.9588,0.26039999999999996,0.07935,3.92175,125.2325,7.3235,0.594,5.3459,1.188,0.0377,0.3389,0.8786,64.0448,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-07-12,0.86212,20.71665,0,264.8888,0.0563,0.05635,0.14429999999999998,8.5151115,271.9109,15.9012,0.7672,6.9048,1.5344,0.0367,0.3299,0.8553,69.683,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-07-13,0.6033999999999999,21.21075,0,263.155,0.5676,0.43015,0.036750000000000005,5.7833055,184.6769,10.7998,0.8682,7.8139,1.7364,0.0226,0.2032,0.5269,38.9391,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-07-14,0.42238000000000003,21.6876,0,261.5012,0.5555,0.24359999999999998,0.11234999999999999,6.099786,194.7832,11.3908,1.2148,10.9336,2.4297,0.0629,0.5659,1.4671,41.5029,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-07-15,0.29568,21.4182,0,262.4334,0.4349,0.48019999999999996,0.0891,6.532281,208.5939,12.1985,0.4817,4.3356,0.9635,-0.0018,-0.016,-0.0416,51.2828,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-07-16,0.20691999999999997,20.10735,0,267.0549,0.9597,0.3773,0.015300000000000001,7.2350145,231.0345,13.5108,0.7199,6.4792,1.4398,0.0533,0.48,1.2444,57.839,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-07-17,0.14489999999999997,20.04255,0,267.2872,0.0127,0.14665,0.1101,10.898118,348.007,20.3513,1.5317,13.7857,3.0635,0.0127,0.1147,0.2973,50.6632,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-07-18,5.854659999999999,20.0532,0,267.2488,0.6576,0.3584,0.03585,8.5575735,273.2674,15.9806,0.5612,5.0509,1.1224,0.0284,0.2553,0.6618,69.0941,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-07-19,4.0982199999999995,20.2797,0,266.439,0.2792,0.06755,0.061200000000000004,4.2694785,136.3363,7.9729,1.8446,16.6015,3.6892,0.0581,0.5233,1.3568,48.3072,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-07-20,2.86874,21.3843,0,262.5508,0.5709,0.14,0.07965,0,0,0,0.494,4.4456,0.9879,0.0541,0.4871,1.2628,44.2415,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-07-21,2.5507999999999997,21.6726,0,261.5529,0,0.30065000000000003,0.07725,0.3566115,11.3875,0.6659,1.1325,10.1922,2.2649,0.0068,0.0616,0.1597,64.7886,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-07-22,1.78556,22.49475,0,258.7426,1.3255,0.3801,0.0339,0.2033325,6.4925,0.3797,0.0117,0.1055,0.0234,0.0653,0.5876,1.5235,53.0397,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-07-23,1.24992,22.95255,0,257.2009,0.7553,0.10045,0.07875,16.0981695,514.0595,30.062,0.4166,3.7491,0.8331,0.0593,0.534,1.3844,59.2005,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-07-24,5.520619999999999,22.01595,0,260.3724,1.1692,0.5355,0.05474999999999999,9.814077,313.3903,18.3269,0.9355,8.4192,1.8709,0.0328,0.2953,0.7656,51.9437,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-07-25,3.8644199999999995,21.6588,0,261.6005,0.1238,0.64645,0.039150000000000004,10.2738825,328.0731,19.1856,0.8649,7.7843,1.7299,0.0119,0.1072,0.2779,45.9814,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-07-26,2.7050799999999997,19.98645,0,267.4883,0.4714,0.20125,0.12855,11.3451345,362.2812,21.186,0.9063,8.1565,1.8126,0.0518,0.4665,1.2093,53.9629,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-07-27,2.5745999999999998,20.29815,0,266.3733,0.8546,0.0665,0.08175,4.3120665,137.6966,8.0524,0.5813,5.2317,1.1626,0.0361,0.3248,0.8422,74.1974,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-07-28,2.76276,20.11035,0,267.0442,0.4782,0.36295,0.023100000000000002,0,0,0,1.0766,9.6897,2.1533,0.0105,0.0948,0.2458,94.122,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-07-29,2.1224,18.99345,0,271.0972,0.7529,0.8197,0.058499999999999996,9.4678605,302.3355,17.6804,0.162,1.4579,0.324,0.0437,0.3937,1.0207,54.9407,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-07-30,1.48568,17.23035,0,277.7229,0.5001,0.28665,0.0276,1.968498,62.8597,3.676,1.0335,9.3016,2.067,0.0558,0.5019,1.3013,56.4833,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-07-31,1.04006,17.54535,0,276.5176,0.2419,0.29155,0.047400000000000005,1.046241,33.4092,1.9538,1.3552,12.1972,2.7105,0.0377,0.3394,0.8799,37.7556,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-08-01,0.728,18.8958,0,271.4568,0.4599,0.14875000000000002,0.08355,6.0940845,194.6006,11.3802,0.8337,7.5035,1.6674,0.0188,0.1693,0.4388,60.6068,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-08-02,1.53076,18.8019,0,271.8034,0.0706,0.32375,0.1026,7.1491454999999995,228.2922,13.3504,1.105,9.9447,2.2099,0.0317,0.2856,0.7403,49.2057,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-08-03,1.0715599999999998,19.35135,0,269.7863,0.7503,0.12565,0.1062,7.808535000000001,249.3479,14.5817,0.6764,6.0879,1.3529,0.0399,0.3592,0.9313,86.9634,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-08-04,0.75012,19.79475,0,268.1782,0,0.18375,0.00375,10.660481999999998,340.419,19.9075,1.0284,9.2558,2.0568,0.0298,0.2679,0.6944,52.604,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-08-05,0.5249999999999999,18.5772,0,272.6358,0.7689,0.0357,0.0801,15.852501,506.214,29.6032,0.3741,3.3668,0.7482,-0.0016,-0.0144,-0.0374,57.5901,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-08-06,0.3675,16.99365,0,278.6344,0.2322,0.0294,0.0054,8.8998525,284.1972,16.6197,0.8167,7.3505,1.6334,0.0353,0.3175,0.823,74.8627,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-08-07,4.336639999999999,18.927,0,271.3416,0.4327,0.01295,0.0219,11.223953999999999,358.4118,20.9598,0.9817,8.8355,1.9634,0.022,0.1978,0.5128,56.3455,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-08-08,4.135039999999999,19.08525,0,270.7597,0.4019,0.0805,0,2.7125280000000003,86.6187,5.0654,1.4132,12.7191,2.8265,0.029,0.2607,0.6759,61.8814,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-08-09,2.8945,18.1572,0,274.2042,0.5719,0.5061,0.10635,2.642472,84.3815,4.9346,0.6219,5.597,1.2438,0.009,0.0813,0.2109,53.8672,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-08-10,2.02622,17.4066,0,277.0476,0.6601,0.22085000000000002,0.1047,1.6626645,53.0935,3.1049,1.1515,10.3631,2.3029,-0.0017,-0.0154,-0.0399,64.8898,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-08-11,1.6462599999999998,18.3984,0,273.3014,0.3523,0.1141,0,5.4730935,174.7707,10.2205,1.0493,9.444,2.0987,0.0287,0.2582,0.6695,47.6418,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-08-12,1.3111,19.4565,0,269.4034,1.6238,0.028700000000000003,0.10874999999999999,0.6088635,19.4426,1.137,0.5171,4.6541,1.0342,0.0497,0.4471,1.1593,42.5112,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-08-13,0.9178399999999999,20.05005,0,267.2602,0.7087,0.39935,0.0213,13.532841,432.1414,25.2714,0.5374,4.8363,1.0747,0.0243,0.2188,0.5672,67.4799,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-08-14,0.9576,19.3938,0,269.632,0,0.08505,0.17775,11.524968000000001,368.0237,21.5219,0.9071,8.1641,1.8142,-0.0036,-0.032,-0.0829,36.0665,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-08-15,0.89082,19.97775,0,267.5195,0.4798,0.48019999999999996,0.10305,2.8337085,90.488,5.2917,0.0915,0.8231,0.1829,0.0601,0.541,1.4026,54.1036,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-08-16,0.62356,20.76435,0,264.7207,0.3789,0.14665,0.1503,7.6942845,245.6996,14.3684,0.963,8.6667,1.9259,-0.003,-0.027,-0.0701,52.7999,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-08-17,1.3138999999999998,21.4257,0,262.4074,1.1285,0.41790000000000005,0,7.7911155,248.7919,14.5492,0.9464,8.518,1.8929,0.0119,0.1075,0.2788,56.3432,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-08-18,0.91966,22.37445,0,259.1506,0.2005,0.32165,0.0084,4.58136,146.2954,8.5553,0.4701,4.2312,0.9403,0.0416,0.3748,0.9718,69.872,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-08-19,0.64372,21.5463,0,261.9892,0.7497,0.16660000000000003,0.0717,14.136821999999999,451.4279,26.3993,0.9407,8.4661,1.8813,0.0166,0.1495,0.3875,54.9283,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-08-20,0.45066,21.1266,0,263.4489,0.3423,0.3703,0.045899999999999996,3.7694475,120.3691,7.0391,1.2525,11.2725,2.505,0.0253,0.2278,0.5905,57.261,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-08-21,0.31542,21.72285,0,261.3794,0.824,0.56455,0,2.4460695,78.1094,4.5678,0.3847,3.4623,0.7694,0.0315,0.2832,0.7342,46.1315,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-08-22,0.22078,22.1565,0,259.8922,0.843,0.2625,0.02205,0,0,0,1.4649,13.1838,2.9297,0.0055,0.0498,0.129,58.526,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-08-23,0.15455999999999998,21.9123,0,260.7279,0.8014,0.51765,0.0243,12.9230955,412.6701,24.1328,0.3458,3.1124,0.6916,0.0425,0.3826,0.992,54.107,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-08-24,0.10821999999999998,19.0089,0,271.0403,0.4512,0.046549999999999994,0.1794,12.5556165,400.9359,23.4465,0.1633,1.4699,0.3266,0.0111,0.0998,0.2586,76.667,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-08-25,0.07574,17.3316,0,277.3346,0.7922,0.75005,0,8.109171,258.948,15.1432,1.2764,11.4873,2.5527,0.0527,0.474,1.2289,51.6281,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-08-26,0.05306,17.6679,0,276.0515,0.426,0.06265,0,5.268123,168.2259,9.8378,0.6267,5.6399,1.2533,0.0268,0.2411,0.625,102.2993,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-08-27,0.037099999999999994,17.8149,0,275.4945,0.9426,0,0,20.8048365,664.3562,38.8512,0.0745,0.6704,0.149,0.0387,0.3484,0.9032,42.5975,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-08-28,0.026039999999999997,16.3785,0,281.0282,1.1441,0.09695,0.1041,16.216893,517.85,30.2836,0.9611,8.6499,1.9222,0.0208,0.1873,0.4856,65.0316,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-08-29,1.15052,15.64935,0,283.9138,1.4352,0.21945000000000003,0.01935,2.9232630000000004,93.3474,5.4589,0.7267,6.5405,1.4534,0.0357,0.3217,0.834,49.4676,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-08-30,2.0249599999999996,16.629,0,280.0487,0.6962,0.38220000000000004,0,9.8773605,315.412,18.4451,0.7629,6.8662,1.5258,0.0438,0.3945,1.0229,60.1856,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-08-31,1.4174999999999998,17.6046,0,276.2926,0.2454,0.53725,0.13515,14.340847499999999,457.9432,26.7803,1.4564,13.1078,2.9128,0.0299,0.2688,0.6968,57.3555,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-09-01,1.7651199999999998,15.6249,0,284.0118,0.965,0.30555,0.04095,8.6690205,276.8263,16.1887,1.0298,9.2678,2.0595,0.0223,0.2003,0.5192,73.6529,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-09-02,2.8301,12.89505,0,295.3077,0.2449,0.2527,0.0114,6.492496500000001,207.3238,12.1242,0.4288,3.8588,0.8575,0.0581,0.5228,1.3554,62.4313,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-09-03,1.98114,14.64285,0,287.985,0.2123,0.32445,0.0183,9.320094,297.6168,17.4045,0.6739,6.0649,1.3478,0.0355,0.3195,0.8284,43.741,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-09-04,1.38684,16.0143,0,282.4628,1.3014,0.21525,0.1017,8.7930675,280.7871,16.4203,0.2202,1.9822,0.4405,0.03,0.27,0.7001,47.2203,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-09-05,0.97076,17.47455,0,276.7879,0.6883,0.4655,0.1107,11.083464000000001,353.9261,20.6974,0.6029,5.4261,1.2058,0.0107,0.0963,0.2497,50.8781,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-09-06,3.7512999999999996,15.0447,0,286.3473,0.3182,0.34509999999999996,0,9.0787095,289.9087,16.9537,1.4373,12.9353,2.8745,0.0331,0.298,0.7726,34.4698,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2017-09-07,2.6258399999999997,12.0477,0,298.9782,0.7315,0.0245,0,1.1101545000000002,35.45,2.0731,0.616,5.5439,1.232,0.072,0.6484,1.681,79.0507,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
